,Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
222505,222506,B004E4CCSQ,A2SLX6UHHYCMCV,"M. Cordoba ""mxc""",0,0,3,1329091200,"convenient , slight hospital taste , alcohol based sugar","honest , expecting much . 1.62 ounce tea really ? expected get 4 5 tea , much else , despite claim many serving . however , nice product might better others. < br / > < br / > 1 . taste reminds much hospital , maybe peach flavor , reminded ( n't alone opinion ) < br / > 2 . really get lot serving . measure unscientific ( define serving `` squirt '' , might guess varies quite bit . strong squirt ? quick squirt ? you-hold-for-a-second squirt ? know , fall somewhere . general strong squirt give bit flavor 12 ounce glass water. < br / > 3 . convenient mix easy water . picky , n't even stir . consistent taste , stif 2 second . want sweeter , keep adding squirt , ( 3 squirt 12 ounce glass make sweet tea , would n't recommend ) < br / > < br / > another positive book use alcohol based/type sugar , opposed high fructose corn syrup. < br / > < br / > however , around $ 5 dollar per 1.6 ounce jar , 's quite expensive . would say get 20 decent size serving , come 25 cent per strong squirt . maybe convenience worth it. < br / > < br / > n't hospital taste , 'd give 4 star ."
56453,56454,B000633V3O,AMPGRXQMO89X9,Faye L. Bowring,0,0,5,1346716800,lhasa love beef dog food roll !,"addition freeze dried dog nugget , supplement cut-up portion various flavor dog food roll beef callie 's favorite . moist , easy cut 1-inch 2-inch slice storing refrigerator freezer short long-term . complete dog food used alone , supplement , treat . happy amazon offer great variety pet food reasonable price . packaged well arrived within two day placed order ."
180249,180250,B00458PX14,A19QY5N9H43P0F,"A. kile ""A kyle""",0,0,5,1283040000,great gum,"soft gum , good teeth , doesnt turn hard , hard teeth , high xylitol , actually allow kid ... complaint ! ! ! worth money"
267363,267364,B000W5SLHW,A2F6CVR0M82NEY,"Matthew Paul ""Shark""",0,0,5,1303948800,orijen 6 fish w/ sea veg .,orijen truly amazing ! like giving dog crack ! love . allergy longer bother . taste wild year bad ! ! taste wild owned diamond past recall dog food ..
366261,366262,B001D9JC0G,A29MRSU25Y5T8X,Geoff Lodal,1,1,5,1284076800,affordable premium food,"adopted mastiff mix puppy last year , research , threw away 90 % full bag puppy chow 's good dog . tried mid level food ( 3 star dog food review ) ok , high protein giant breed . decided get great dane spring started looking food would good dog found . tried initial adjustment ( necessary food ) seem well . giant breed large mutt , go 90 lb month , wanted something affordable quality fit bill . large 44 lb bag 's usually bit dollar per pound , comparable big box brand . able get dane proper weight keep mutt chubbing much , 'm impressed . 'd love feed orijen taste wild , cost prohibitive . 'm glad one fit bill without draining bank account ."
60975,60976,B001T4UMM2,A3JMIVKZXEZYRT,Smokey,0,0,5,1310947200,check ups,come across product store find good. < br / > dog like would one comment make smaller small dog instead one size fit
126467,126468,B001EO5Y20,A1TF74MNWQJBZC,Judith Kelsey,5,6,5,1168819200,shortbread great !,always loved walker shortbread product . complaint well packed shipping arrived somewhat broken .
213952,213953,B000EPMP40,A877WMJ8EME9X,James R. Zook,0,0,5,1257206400,six gluten free people house love !,"tasty ! perfect amount sweetness ! nicely brown around edge , delicious !"
231334,231335,B003FDC2I2,A33PP1JA1KZ7DU,Maria,0,0,5,1292544000,"thank , amazon !","behalf orgain-addicts , thank ! hoping would make eligible subscribe save program ! orgain part diet twice day 'm always running . also sometimes hard find. < br / > < br / > need add once/week once/2weeks option , keep stock chocolate fudge. < br / > < br / > merry christmas u , huh ? thanks ! !"
315483,315484,B00141OU50,A1JCC2Y0H3WZ6C,"Marilyn ""a Baby Boomer""",0,1,5,1273795200,five dog love !,used buy local pet store 3 pack best deal going . intend continue purchasing product .
360282,360283,B000WVYB8Y,A2YM2NM7YZA24Q,Haseeb,1,2,5,1253923200,one important mineral asthmatic,"'ve taking year going bed problem going sleep staying asleep night since 've started taking . according expert , 's one important mineral asthmatic take relaxes bronchial tube muscle hence either eliminating reducing bronchial tightness/restriction . although asthma asymptomatic quite time , magnesium good use many reason maintain health . 's also natural laxitive help prevent indigestion . 100 % natural elemental magnesium citrate need worry taking strange chemical would taking synthetic vitamin supplement ."
536455,536456,B001E5DRPA,A1Z4LX3Q1YMF84,"Cindy A. Osterhout ""Cindy O""",0,1,3,1311379200,bought baking,"bought baking arrived , realized baking kind fruit . guess pick `` crispy '' detail title . thought average dried fruit could cut put bread cake , certainly , make mistake did. < br / > otherwise , pretty nice . , might guess , adult . realize snack item hand , decided try capacity . became disenchanted product extent . little package pear nearly enough snack adult . eat 3 feel like got snack worth , heavy eater . whole candy bar much . whole pear almost much , little package enough . package say hold equivalent one pear . guess , mighty small pears. < br / > nice sweet though . biggest positive item . taste great . really like part. < br / > one reviewer mentioned tend crumble easily . eight product bottom bag mess crumb . disappointing factor . since expected dried fruit , guess also expected snack little body . big piece hold together quite good , awful lot product end bottom bag. < br / > finally gave 3 star . taste good , nearly enough product . crumbles . awful big package little . would say snack 5 6 year old adult. < br / > well , two cent product . hope help decide buy forgo . opt regular dried pear . kind expensive hassle avoid eating real fruit ."
474024,474025,B000CQC08C,ANNGQJC6V079T,KDH,0,0,5,1205107200,love iced !,"great tea , glad see amazon since local grocer n't carry . totally agree reviewer yummy is. < br / > love iced , fil like hot visit ."
270530,270531,B000FI2VHM,AIEN9L6HSVPCE,sandibeaches5,0,1,5,1217116800,waiting tomato,"ca n't wait get first cherry tomato , far growing like book state ."
58906,58907,B002AYA6M6,AZH9D0W312NDR,Bronson,2,2,3,1332460800,best alternative raw diet,"best alternative feeding dog natural raw diet. < br / > way priced . make raw diet le $ 1 pound . sorry $ 10+/lb good bargain . buy human grade cut raw fresh meat way le . even lamb. < br / > good philosophy , practical ."
154610,154611,B002AQ0OL2,A216W8B80QBN1J,Mary,0,0,4,1322524800,timothy 's breakfast blend k-cups,"coffee keurig brewer great medium blend coffee . strong , right first cup morning coffee. < br / > glad amazon offer product ship quickly !"
204266,204267,B001FPYYRE,A2DYMDOAJURO5F,"Aceto ""Hope is a Weed Exasperatus: 1:18""",10,11,5,1277769600,top tier best buy,"fallot one top five usually available . find locally , best buy amazon . fine flavor properly strong . shipping expensive , stale store shelf 100 % waste. < br / > < br / > fallot one top tier several factor : < br / > < br / > independent mill burgundy. < br / > < br / > source particular strain brassica seed carefully. < br / > < br / > use verjuice instead liquids. < br / > < br / > three pack better deal . , unless use lot mustard fairly regularly , big false economy . get 13.5 oz jar take six month use . go first flat another six month completely dead . stick 7 0z . unless really need it. < br / > < br / > dijon time , heat light sensitive . buy three pack , keep refirgerator ."
499533,499534,B000CQID6U,AXPA8M9O5IACQ,Deanna Rickman,0,0,5,1163116800,double bergamont tea,good value money top line stash tea .
365190,365191,B000ET1678,A27HZIVVFNEKQK,pat4,0,0,5,1331337600,fast delivery,ca n't believe fast fresh chilli opened . live boonies . would definitely order !
177120,177121,B004FEJ968,A2XNOB1T796Y6B,"ChibiNeko ""Sooo many books, so little time!""",0,0,3,1304467200,really huge fan,"ended bringing work sample & coworkers ( able sniff treat mile away ) ended eating well . overall consensus `` ok '' generally n't really care much . opinion follows : < br / > < br / > pro : healthier eating cooky market , decent taste 's present. < br / > < br / > con : cranberry little chewy time , kind little annoying . even worse occasionally cooky pretty bland tasting . n't know got bad batch 's , n't lot flavor . ( however , blueberry one also got try lot flavor , 's possible got underseasoned batch . ) < br / > < br / > n't horrible , n't think 'll putting money towards flavor anytime soon . cooky flavor could taste , pretty good . 's sort bland tasting make really like much . might give another chance somewhere line , offhand 'm going stick blueberry flavor . `` ok '' & 's say ."
396967,396968,B001VNGOF0,A2DXKCRQDSYNT9,Auntsue,2,2,5,1286668800,"ah , joy","ah , joy peppermint tea ! taste great sooth stomach , currently working deter squirrel eating porch ! researched method detering squirrel peppermint suggested . sprinkled porch nibbling beastie -- least . great price much tea , especially since definitely continue drinking , might need reapply porch next rain ."
512217,512218,B000MAK3UA,A2NXWEH6OHSWNM,"Devon ""Devon""",1,2,3,1313884800,"great product , 3 ww pointsplus point per bag ( 1 )","amazon need upload new picture box . 'll get box showing clearly three ww pointsplus point ( one ) . likely 1 point reference earlier ww point tracking system . 3 point outrageous decent popcorn like , hoping 1-point wonder snack , n't . actually taste pretty good , would n't go far call `` butter flavor '' could stand use bit flavor , especially considering 3 point , 1. say better lot lower calorie micro-popcorn , satisfies `` popcorn '' / `` crunchy '' itch fine . , n't get trouble like full bag ... clear 're getting . would order , wo n't eating often originally expected given higher point value ."
33935,33936,B00412W76S,AB1Q0GEDU5C0R,"dalupster ""jb""",4,7,5,1200096000,mom swears,"gift mom run . swears calming stomach , say still work ."
38196,38197,B0027UQYZQ,A1HHKZVA876ICH,"Happy Go Lucky ""discerning reader""",0,0,5,1338422400,costco lime ! ! !,"buy huge bag costco lime mojito 's unless party , usually n't make bag lime go bad . bought squeeze lime freeze would able nice mojito even n't fresh lime . work perfectly . super cute love !"
280331,280332,B0049MDROG,A34TVU3W4L1FZS,lc,2,4,1,1315267200,grossly dissappointed,"overall impression dry , dry , dry , dry ! ! get ? . strange sort powdery texture ... lot smaller show bag garbanzo bean ever tried . sea salt flavor taste lot like roasted , salted soybean ... hoping would better . flavor contained crunchy coating outside bean . cinnamon taste cinnamon-y without sweet . chili slightly spicy . cracked pepper taste little different sea salt flavor . purchase made mistake buying mixed case ...... cheap either .... wonder boil back life ?"
209736,209737,B000Q7535Y,A2M5XIZP905M2W,karate mom,0,0,2,1335225600,bring back butter ! ! !,"barbara 's animal cooky used taste good . think tried make `` healthy '' resulted tasteless , boring cookie ."
118664,118665,B000XSJLW2,A25OE2QSYV6J38,H. Skelcher,0,0,4,1244505600,good 're bad,bought replace occational candy bar grab go snack . delicious filling . yes made healthy ingredient yes organic . diet food . baby pack caloric punch similar candy bar need keep mind . great little naughty without filling fake food chemical frappe .
72032,72033,B007K449CE,A3KXR8L3CJMWW6,"A. Sullivan ""RedbugSullivan""",0,0,5,1343865600,superb dandruff shampoo,"lightly scented clear shampoo highly concentrated . look , feel , smell like dandruff shampoo ! clean crisp odor lingers smell like clean hair . compared head & shoulder , little common . dandruff n't exist . healthy scalp great looking hair remain. < br / > < br / > bang buck ? cost little bit go long way . smart purchase !"
373161,373162,B000LKYQPO,A2O4F58PVTK1MX,"hachimachi ""alex""",0,0,5,1244332800,supreme chocolate,"chocolate true treat eat , perfect texture , almond toffee mix go together perfectly . packaging really cute . highly recommended !"
158366,158367,B000P17700,A3DQUPXMIAPP9T,"Theresa Kamal Rezk ""xxbigkisses""",0,0,5,1322438400,hershey cocoa 23 oz .,"wow , nice size container . finally opened last week made triple batch fudge brownie . came awesome . hershey cocoa definitely beat store brand baking cocoa . definitely big difference flavor ."
444111,444112,B000GZW5OS,A34OIIPAKZ8ERV,Sarah Free,1,17,1,1326326400,eden n't protect plastic !,"eden 's line , 's shocking given organic mindset , still use bpa-free lining . stopped canned eating except company provide food bpa-free lining . eden beginning , n't always beyond ."
231319,231320,B003FDC2I2,A3PC2XGLSHKWN6,Bill,0,0,5,1308009600,great breakfast 'm rush,"morning n't time make good breakfast . 's orgain . lot protein , best part 's organic . amazon best price stuff . local whole food $ 3.39 piece , $ 2.50 sale . using amazon subscribe save quite bit cheaper . keep full 2 hour good considering 's liquid ."
